"reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
2024-01-06,-1,"wk inc flu hosp",2023-12-30,"01","quantile",0.01,43.6928101123951
2024-01-06,0,"wk inc flu hosp",2024-01-06,"01","quantile",0.01,43.977937387711
2024-01-06,1,"wk inc flu hosp",2024-01-13,"01","quantile",0.01,18.0186910175778
2024-01-06,2,"wk inc flu hosp",2024-01-20,"01","quantile",0.01,11.1464229142425
2024-01-06,3,"wk inc flu hosp",2024-01-27,"01","quantile",0.01,8.35899276196849
2024-01-06,-1,"wk inc flu hosp",2023-12-30,"01","quantile",0.025,55.9183003896872
2024-01-06,0,"wk inc flu hosp",2024-01-06,"01","quantile",0.025,55.9092905512476
2024-01-06,1,"wk inc flu hosp",2024-01-13,"01","quantile",0.025,25.2813149502873
2024-01-06,2,"wk inc flu hosp",2024-01-20,"01","quantile",0.025,16.2370825019729
2024-01-06,3,"wk inc flu hosp",2024-01-27,"01","quantile",0.025,12.4016702662284
2024-01-06,-1,"wk inc flu hosp",2023-12-30,"01","quantile",0.05,68.6186537918124
2024-01-06,0,"wk inc flu hosp",2024-01-06,"01","quantile",0.05,69.252240334532
2024-01-06,1,"wk inc flu hosp",2024-01-13,"01","quantile",0.05,33.6863600599396
2024-01-06,2,"wk inc flu hosp",2024-01-20,"01","quantile",0.05,22.5336284108782
2024-01-06,3,"wk inc flu hosp",2024-01-27,"01","quantile",0.05,17.6146687427951
2024-01-06,-1,"wk inc flu hosp",2023-12-30,"01","quantile",0.1,87.6255379706817
2024-01-06,0,"wk inc flu hosp",2024-01-06,"01","quantile",0.1,88.6084387599333
2024-01-06,1,"wk inc flu hosp",2024-01-13,"01","quantile",0.1,47.0928176127366
2024-01-06,2,"wk inc flu hosp",2024-01-20,"01","quantile",0.1,32.7959974716755
2024-01-06,3,"wk inc flu hosp",2024-01-27,"01","quantile",0.1,26.1959505090043
2024-01-06,-1,"wk inc flu hosp",2023-12-30,"01","quantile",0.15,102.980074102017
2024-01-06,0,"wk inc flu hosp",2024-01-06,"01","quantile",0.15,104.024344783051
2024-01-06,1,"wk inc flu hosp",2024-01-13,"01","quantile",0.15,59.4879001033937
2024-01-06,2,"wk inc flu hosp",2024-01-20,"01","quantile",0.15,42.3574044323002
2024-01-06,3,"wk inc flu hosp",2024-01-27,"01","quantile",0.15,34.2457042086417
2024-01-06,-1,"wk inc flu hosp",2023-12-30,"01","quantile",0.2,117.73707953999
2024-01-06,0,"wk inc flu hosp",2024-01-06,"01","quantile",0.2,118.451289165042
2024-01-06,1,"wk inc flu hosp",2024-01-13,"01","quantile",0.2,71.188318571362
2024-01-06,2,"wk inc flu hosp",2024-01-20,"01","quantile",0.2,52.1513103187759
2024-01-06,3,"wk inc flu hosp",2024-01-27,"01","quantile",0.2,42.8884620697197
2024-01-06,-1,"wk inc flu hosp",2023-12-30,"01","quantile",0.25,131.854756889218
2024-01-06,0,"wk inc flu hosp",2024-01-06,"01","quantile",0.25,132.184979918407
2024-01-06,1,"wk inc flu hosp",2024-01-13,"01","quantile",0.25,83.5556002286519
2024-01-06,2,"wk inc flu hosp",2024-01-20,"01","quantile",0.25,62.4254957801623
2024-01-06,3,"wk inc flu hosp",2024-01-27,"01","quantile",0.25,52.3068018060609
