"","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"1",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.01,-21.2479761612698
"2",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.025,-5.07944140221488
"3",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.05,9.24150104524534
"4",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.1,25.2316206478836
"5",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.15,35.6615576407601
"6",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.2,43.9850520683157
"7",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.25,51.3441228332547
"8",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.3,57.9414029276371
"9",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.35,64.0619513970861
"10",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.4,69.7744207550111
"11",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.45,75.3262904533664
"12",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.5,80.871384254672
"13",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.55,86.3724291114084
"14",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.6,91.9447326538699
"15",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.65,97.5735731446156
"16",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.7,103.66510766332
"17",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.75,110.399458734819
"18",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.8,117.629837006419
"19",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.85,126.208744691399
"20",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.9,136.836181768684
"21",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.95,152.669922335465
"22",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.975,165.942174683383
"23",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.99,182.198277773198
"24",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.01,-63.545703261063
"25",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.025,-39.5590085284196
"26",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.05,-20.9067264668233
"27",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.1,1.28560253979447
"28",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.15,16.316805925831
"29",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.2,28.5865604618817
"30",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.25,38.9410884153093
"31",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.3,48.1582385175047
"32",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.35,56.6614713790595
"33",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.4,64.8673088355491
"34",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.45,72.8698728653362
"35",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.5,80.7204942972223
"36",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.55,88.3631085244654
"37",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.6,96.2978985172882
"38",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.65,104.40698776086
"39",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.7,113.05531734412
"40",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.75,122.2895958419
"41",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.8,132.87459093316
"42",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.85,145.246890268314
"43",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.9,160.283795012415
"44",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.95,183.28593747179
"45",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.975,202.787927286763
"46",2024-03-09,1,"wk inc flu hosp",2024-03-16,"01","quantile",0.99,224.082925746121
"47",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.01,-95.5894357418727
"48",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.025,-68.6035963949986
"49",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.05,-43.7200560185055
"50",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.1,-16.8138851190721
"51",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.15,2.11883263744714
"52",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.2,16.7817835751238
"53",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.25,29.3510901967285
"54",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.3,40.658224705766
"55",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.35,51.0654418890605
"56",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.4,61.4317279275679
"57",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.45,71.375083791494
"58",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.5,81.0727382307811
"59",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.55,90.5553170750113
"60",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.6,100.008728887385
"61",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.65,109.789605281126
"62",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.7,120.432087160555
"63",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.75,132.164638608342
"64",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.8,144.732007200859
"65",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.85,159.511831532758
"66",2024-03-09,2,"wk inc flu hosp",2024-03-23,"01","quantile",0.9,178.013589563617
