"","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"1",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.01,-2.1076753022514
"2",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.025,15.2300857915356
"3",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.05,29.4978727863805
"4",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.1,45.0806836856135
"5",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.15,56.3568221793953
"6",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.2,65.3157294291489
"7",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.25,72.8402761138872
"8",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.3,79.6258544590758
"9",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.35,85.8245090284284
"10",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.4,91.8228263786628
"11",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.45,97.3289012679897
"12",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.5,102.854223820499
"13",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.55,108.484661133602
"14",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.6,114.377192218794
"15",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.65,120.288508669476
"16",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.7,126.86688524451
"17",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.75,133.838045899986
"18",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.8,141.180549974931
"19",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.85,149.695680120263
"20",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.9,160.144499365149
"21",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.95,176.338203157455
"22",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.975,190.450138059738
"23",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.99,207.213751033756
"24",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.01,-43.2769485740068
"25",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.025,-19.3235870016071
"26",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.05,0.275665633565835
"27",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.1,22.965498879128
"28",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.15,38.3453440288894
"29",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.2,50.5088728991283
"30",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.25,60.7892411476731
"31",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.3,70.0733004134817
"32",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.35,78.692487764536
"33",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.4,87.2587125896202
"34",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.45,95.1680905485418
"35",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.5,103.21623003574
"36",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.55,111.126640844806
"37",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.6,119.130140066943
"38",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.65,127.622465094319
"39",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.7,136.611297755078
"40",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.75,146.282780487786
"41",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.8,156.75060978133
"42",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.85,169.303683434782
"43",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.9,184.341710710489
"44",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.95,207.903708789671
"45",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.975,228.88251242182
"46",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.99,252.249691133253
"47",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.01,-77.687032261694
"48",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.025,-48.8500217584273
"49",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.05,-24.8146166313974
"50",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.1,3.54555080485579
"51",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.15,22.726626151372
"52",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.2,37.8765525295225
"53",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.25,50.9065439782012
"54",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.3,62.6382528642338
"55",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.35,73.0950051721765
"56",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.4,83.4089431537971
"57",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.45,93.0968201219515
"58",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.5,102.564079194832
"59",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.55,112.412741652069
"60",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.6,122.208009886267
"61",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.65,132.18766060871
"62",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.7,143.08119598204
"63",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.75,154.481852114867
"64",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.8,168.396918947308
"65",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.85,183.469329476979
"66",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.9,202.342210192272
"67",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.95,230.727313222433
"68",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.975,254.639447083951
"69",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.99,283.292106179861
"70",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.01,-104.362759801649
"71",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.025,-71.8677464797615
"72",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.05,-43.2333087779407
"73",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.1,-11.709999244406
"74",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.15,10.6610855640765
"75",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.2,28.0071885028677
"76",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.25,43.2170248884707
"77",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.3,56.540367491982
"78",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.35,68.9047553004149
"79",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.4,80.3511506068646
"80",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.45,91.3708744388685
"81",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.5,102.707105220586
"82",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.55,114.125565800432
"83",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.6,125.79414093793
"84",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.65,137.088983866341
"85",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.7,149.309540262427
"86",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.75,162.332077436478
"87",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.8,177.385550811736
"88",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.85,194.977864263203
"89",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.9,216.423150201772
"90",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.95,247.647931995244
"91",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.975,276.806315633548
"92",2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.99,311.064863809446
"93",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.01,-9.42842416088738
"94",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.025,-6.72292615170169
"95",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.05,-4.34852544209414
"96",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.1,-1.62361177859856
"97",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.15,0.209590958193364
"98",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.2,1.61318825953207
"99",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.25,2.8638748611782
"100",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.3,4.02143954299417
"101",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.35,5.10141114688969
"102",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.4,6.08709355613387
"103",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.45,7.04906602326872
"104",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.5,8.00016762678435
"105",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.55,8.96183320577675
"106",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.6,9.92759226693232
"107",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.65,10.9140515945811
"108",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.7,12.006440498382
"109",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.75,13.1129099881443
"110",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.8,14.3801130537273
"111",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.85,15.8158481236027
"112",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.9,17.703324144396
"113",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.95,20.5012021207434
"114",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.975,22.841434473599
"115",2024-02-10,0,"wk inc flu hosp",2024-02-10,"02","quantile",0.99,25.6913919097046
"116",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.01,-17.0551117250131
"117",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.025,-12.8693208104469
"118",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.05,-9.49683211434704
"119",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.1,-5.6492179970525
"120",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.15,-3.0204250590703
"121",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.2,-0.90809144574695
"122",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.25,0.822665746934386
"123",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.3,2.38092067201458
"124",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.35,3.86047231077461
"125",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.4,5.26158492952076
"126",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.45,6.67600886492363
"127",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.5,8.00389006806121
"128",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.55,9.35239092655754
"129",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.6,10.7349145661106
"130",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.65,12.1221334700231
"131",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.7,13.589808187381
"132",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.75,15.2101371126315
"133",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.8,16.9499847271884
"134",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.85,19.0771501675161
"135",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.9,21.6721294343266
"136",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.95,25.4635545091056
"137",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.975,28.9023681368178
"138",2024-02-10,1,"wk inc flu hosp",2024-02-17,"02","quantile",0.99,32.7698988467028
"139",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.01,-22.6576438075675
"140",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.025,-17.7439678175983
"141",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.05,-13.5841939807908
"142",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.1,-8.86351011300634
"143",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.15,-5.64527462560397
"144",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.2,-3.08801456578573
"145",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.25,-0.890476531785001
"146",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.3,1.12085079143651
"147",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.35,2.90854538266072
"148",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.4,4.68237784065056
"149",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.45,6.3404660889892
"150",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.5,7.96811041056669
"151",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.55,9.65050306302506
"152",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.6,11.3021730573744
"153",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.65,13.0118801088032
"154",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.7,14.8707512738614
"155",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.75,16.8765200258208
"156",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.8,19.1235489578844
"157",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.85,21.6668327283323
"158",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.9,24.9032170072495
"159",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.95,29.6605051588013
"160",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.975,33.8573468516861
"161",2024-02-10,2,"wk inc flu hosp",2024-02-24,"02","quantile",0.99,38.8918547909984
"162",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.01,-27.2727307319662
"163",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.025,-21.7327851142739
"164",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.05,-17.0590788678468
"165",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.1,-11.4305884656699
"166",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.15,-7.70452290843309
"167",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.2,-4.71787042099874
"168",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.25,-2.11283159577683
"169",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.3,0.146171669928605
"170",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.35,2.23093333783137
"171",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.4,4.20926463900377
"172",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.45,6.11581528649288
"173",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.5,8.04978286681483
"174",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.55,9.94196063669507
"175",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.6,11.8435138791167
"176",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.65,13.8561902486546
"177",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.7,15.9578433658851
"178",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.75,18.3059242228026
"179",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.8,20.8683448125734
"180",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.85,23.6828710984448
"181",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.9,27.4434162103589
"182",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.95,33.0315999549087
"183",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.975,37.8958469089251
"184",2024-02-10,3,"wk inc flu hosp",2024-03-02,"02","quantile",0.99,43.2036602317109
"185",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.01,119.380982376017
"186",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.025,154.499854531841
"187",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.05,183.960326405254
"188",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.1,218.266350636932
"189",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.15,242.148739300533
"190",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.2,261.029486698228
"191",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.25,277.861664441937
"192",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.3,292.360311992784
"193",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.35,306.072138946038
"194",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.4,318.866838687859
"195",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.45,331.287005754207
"196",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.5,343.256031039994
"197",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.55,355.479345552277
"198",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.6,367.666171372642
"199",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.65,380.26341193177
"200",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.7,393.697900087199
"201",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.75,407.905045517831
"202",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.8,423.976460850576
"203",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.85,443.158747416399
"204",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.9,466.98668455295
"205",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.95,501.92335320666
"206",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.975,533.045385359823
"207",2024-02-10,0,"wk inc flu hosp",2024-02-10,"04","quantile",0.99,568.69746200616
"208",2024-02-10,1,"wk inc flu hosp",2024-02-17,"04","quantile",0.01,25.2259417873474
"209",2024-02-10,1,"wk inc flu hosp",2024-02-17,"04","quantile",0.025,73.8115849439147
"210",2024-02-10,1,"wk inc flu hosp",2024-02-17,"04","quantile",0.05,117.702068274898
"211",2024-02-10,1,"wk inc flu hosp",2024-02-17,"04","quantile",0.1,168.843418682034
"212",2024-02-10,1,"wk inc flu hosp",2024-02-17,"04","quantile",0.15,201.239063124537
"213",2024-02-10,1,"wk inc flu hosp",2024-02-17,"04","quantile",0.2,228.042377840991
"214",2024-02-10,1,"wk inc flu hosp",2024-02-17,"04","quantile",0.25,250.491141560304
"215",2024-02-10,1,"wk inc flu hosp",2024-02-17,"04","quantile",0.3,270.58803809277
"216",2024-02-10,1,"wk inc flu hosp",2024-02-17,"04","quantile",0.35,289.707368315163
"217",2024-02-10,1,"wk inc flu hosp",2024-02-17,"04","quantile",0.4,308.630936423336
"218",2024-02-10,1,"wk inc flu hosp",2024-02-17,"04","quantile",0.45,325.99147111462
"219",2024-02-10,1,"wk inc flu hosp",2024-02-17,"04","quantile",0.5,342.793010127295
"220",2024-02-10,1,"wk inc flu hosp",2024-02-17,"04","quantile",0.55,360.814013526969
"221",2024-02-10,1,"wk inc flu hosp",2024-02-17,"04","quantile",0.6,377.686360062082
"222",2024-02-10,1,"wk inc flu hosp",2024-02-17,"04","quantile",0.65,396.294789787603
"223",2024-02-10,1,"wk inc flu hosp",2024-02-17,"04","quantile",0.7,415.196025053953
"224",2024-02-10,1,"wk inc flu hosp",2024-02-17,"04","quantile",0.75,435.187503527503
