"","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"1",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.01,83.5640852707137
"2",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.025,101.006823209185
"3",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.05,117.746546419356
"4",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.1,140.254613060123
"5",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.15,158.869041147653
"6",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.2,175.524605725535
"7",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.25,190.892864759203
"8",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.3,205.943996258949
"9",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.35,220.878065512244
"10",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.4,236.198905128743
"11",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.45,252.098364747785
"12",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.5,268.80150240243
"13",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.55,286.145261862451
"14",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.6,305.538804726425
"15",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.65,326.322295827058
"16",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.7,350.126637121035
"17",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.75,377.346983242945
"18",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.8,410.136729604943
"19",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.85,451.481451159707
"20",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.9,511.940047096511
"21",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.95,616.74747912769
"22",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.975,724.125686446993
"23",2023-12-30,0,"wk inc flu hosp",2023-12-30,"01","quantile",0.99,875.151523176638
"24",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.01,50.0538216859964
"25",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.025,65.7993854572823
"26",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.05,82.1803790892573
"27",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.1,106.835759444191
"28",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.15,127.881119704578
"29",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.2,147.09577529214
"30",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.25,166.685355822945
"31",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.3,185.123475197902
"32",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.35,204.563269086535
"33",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.4,225.28599140697
"34",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.45,246.578636077381
"35",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.5,269.659194419034
"36",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.55,295.549286333666
"37",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.6,322.983988228294
"38",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.65,355.205044127057
"39",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.7,393.619295832696
"40",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.75,436.912904784957
"41",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.8,492.056253349911
"42",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.85,563.818059668495
"43",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.9,673.478919041753
"44",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.95,870.128694115451
"45",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.975,1085.79328435945
"46",2023-12-30,1,"wk inc flu hosp",2024-01-06,"01","quantile",0.99,1405.20805127024
"47",2023-12-30,2,"wk inc flu hosp",2024-01-13,"01","quantile",0.01,34.6452463650845
