"","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"1",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.01,4.98220138872786
"2",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.025,6.13513834565085
"3",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.05,7.29983098817916
"4",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.1,8.88700026891239
"5",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.15,10.0836712094893
"6",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.2,11.1702200727339
"7",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.25,12.1771977102576
"8",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.3,13.1107323972564
"9",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.35,14.0681216182071
"10",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.4,15.0263116096293
"11",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.45,16.0101523192922
"12",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.5,17.0586927610457
"13",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.55,18.1822318689046
"14",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.6,19.3450594746518
"15",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.65,20.6599745178266
"16",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.7,22.153566524732
"17",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.75,23.831027631287
"18",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.8,25.8411198040997
"19",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.85,28.4158348968062
"20",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.9,31.9277297290532
"21",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.95,38.099542378029
"22",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.975,43.8613394863891
"23",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.99,52.6035375179349
"24",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.01,2.81639861105475
"25",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.025,3.92824054826024
"26",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.05,5.04917371725168
"27",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.1,6.68232328436513
"28",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.15,8.01157192194035
"29",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.2,9.29651144603432
"30",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.25,10.4680312551651
"31",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.3,11.6632136462688
"32",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.35,12.8882690162531
"33",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.4,14.1964638465422
"34",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.45,15.5439376523389
"35",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.5,16.9833686536435
"36",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.55,18.5680421821072
"37",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.6,20.342088753875
"38",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.65,22.2561679781377
"39",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.7,24.4755979395286
"40",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.75,27.0358322063103
"41",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.8,30.3673096608732
"42",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.85,34.9699641787062
"43",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.9,41.2562293512965
"44",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.95,52.9005692565222
"45",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.975,65.0809580678104
"46",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.99,83.7231660592466
"47",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.01,1.67969556534115
"48",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.025,2.66246166318556
"49",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.05,3.73191486419119
"50",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.1,5.38720030966687
