"","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"1",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.01,16.1147599490209
"2",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.025,19.6549354971426
"3",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.05,23.297209796552
"4",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.1,28.2968485230315
"5",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.15,32.1345476137426
"6",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.2,35.7051569221968
"7",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.25,39.0431897290327
"8",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.3,42.431572775869
"9",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.35,45.7141396114164
"10",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.4,48.9947707946104
"11",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.45,52.483520645087
"12",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.5,56.09772462729
"13",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.55,60.0903654016512
"14",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.6,64.245211744009
"15",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.65,68.7999754972495
"16",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.7,74.1036543820158
"17",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.75,80.1220420935175
"18",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.8,87.2967354357307
"19",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.85,96.611264722997
"20",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.9,109.982649140771
"21",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.95,132.757501089771
"22",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.975,156.991565715293
"23",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.99,190.438294414351
