"","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"1",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.01,24.9881136812028
"2",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.025,30.0240364186098
"3",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.05,35.1458285522613
"4",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.1,41.9308132101126
"5",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.15,47.1676924854951
"6",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.2,51.7680807309243
"7",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.25,56.0424024037472
"8",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.3,60.3369331701247
"9",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.35,64.5228429596654
"10",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.4,68.7342386802813
"11",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.45,73.0526406397104
"12",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.5,77.5449809435257
"13",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.55,82.3780655842887
"14",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.6,87.6177504377227
"15",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.65,93.2264288361776
"16",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.7,99.678109981988
"17",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.75,107.203976430706
"18",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.8,116.138438407899
"19",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.85,127.758254568853
"20",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.9,143.132872839103
"21",2024-03-09,0,"wk inc flu hosp",2024-03-09,"01","quantile",0.95,170.952204642394
