"","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"1",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.01,4.67004091351453
"2",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.025,5.77692620774316
"3",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.05,6.80767447562472
"4",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.1,8.29192052150931
"5",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.15,9.44700750815079
"6",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.2,10.445627693643
"7",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.25,11.358916794583
"8",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.3,12.2343999854568
"9",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.35,13.1474803807079
"10",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.4,14.0221799245828
"11",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.45,14.9301014485246
"12",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.5,15.8664590477294
"13",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.55,16.8751798991207
"14",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.6,17.9443459536274
"15",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.65,19.1460443203222
"16",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.7,20.4716782935078
"17",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.75,22.0143329037494
"18",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.8,23.8236040669785
"19",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.85,26.1271991203177
"20",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.9,29.3092199353616
"21",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.95,35.0463987087604
"22",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.975,40.7513628921066
"23",2024-05-04,0,"wk inc flu hosp",2024-05-04,"01","quantile",0.99,48.4673801044433
"24",2024-05-04,1,"wk inc flu hosp",2024-05-11,"01","quantile",0.01,3.12278957093018
"25",2024-05-04,1,"wk inc flu hosp",2024-05-11,"01","quantile",0.025,4.13157727911795
"26",2024-05-04,1,"wk inc flu hosp",2024-05-11,"01","quantile",0.05,5.20388598939173
"27",2024-05-04,1,"wk inc flu hosp",2024-05-11,"01","quantile",0.1,6.86563169237308
"28",2024-05-04,1,"wk inc flu hosp",2024-05-11,"01","quantile",0.15,8.16593948692436
"29",2024-05-04,1,"wk inc flu hosp",2024-05-11,"01","quantile",0.2,9.38880943506632
