"","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"1",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.01,-67.3990282679498
"2",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.025,-51.8090285755813
"3",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.05,-38.7790066511605
"4",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.1,-23.5760747496757
"5",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.15,-13.5837357010032
"6",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.2,-5.25009828966913
"7",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.25,1.70127820872727
"8",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.3,7.93649520240509
"9",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.35,13.6299408940191
"10",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.4,19.2618536650007
"11",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.45,24.6047038829733
"12",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.5,29.9574830826264
"13",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.55,35.0712765046787
"14",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.6,40.4812425394189
"15",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.65,46.0572432181512
"16",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.7,51.856633773388
"17",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.75,58.2870890697045
"18",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.8,65.2949544041977
"19",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.85,73.3798891336777
"20",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.9,83.8956912222684
"21",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.95,99.0003515833871
"22",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.975,112.297241238475
"23",2023-11-04,0,"wk inc flu hosp",2023-11-04,"01","quantile",0.99,127.369862922146
"24",2023-11-04,1,"wk inc flu hosp",2023-11-11,"01","quantile",0.01,-106.823685782351
"25",2023-11-04,1,"wk inc flu hosp",2023-11-11,"01","quantile",0.025,-85.4546961653041
"26",2023-11-04,1,"wk inc flu hosp",2023-11-11,"01","quantile",0.05,-67.3180038417852
"27",2023-11-04,1,"wk inc flu hosp",2023-11-11,"01","quantile",0.1,-45.6277336891668
"28",2023-11-04,1,"wk inc flu hosp",2023-11-11,"01","quantile",0.15,-31.2642550944877
"29",2023-11-04,1,"wk inc flu hosp",2023-11-11,"01","quantile",0.2,-19.5674782939368
"30",2023-11-04,1,"wk inc flu hosp",2023-11-11,"01","quantile",0.25,-9.48347450975712
"31",2023-11-04,1,"wk inc flu hosp",2023-11-11,"01","quantile",0.3,-0.986541001896775
"32",2023-11-04,1,"wk inc flu hosp",2023-11-11,"01","quantile",0.35,7.36982519338341
