"","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"1",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.01,-18.6234409191816
"2",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.025,-4.33280844587793
"3",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.05,8.28682151913571
"4",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.1,22.9993446083601
"5",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.15,33.2272058926157
"6",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.2,40.955904195302
"7",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.25,47.5845598908461
"8",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.3,53.4354070866254
"9",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.35,59.0169483435491
"10",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.4,64.4790899098304
"11",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.45,69.528115421249
"12",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.5,74.7693797953324
"13",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.55,79.825159997024
"14",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.6,85.0379497865941
"15",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.65,90.388199059214
"16",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.7,95.9815297848757
"17",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.75,102.143563000553
"18",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.8,108.965836715556
"19",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.85,116.582177058827
"20",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.9,126.639895668328
"21",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.95,141.065397577216
"22",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.975,153.512914278854
"23",2024-03-30,0,"wk inc flu hosp",2024-03-30,"01","quantile",0.99,167.54954330308
"24",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.01,-71.8280646711051
"25",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.025,-49.309095778718
"26",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.05,-29.2946481952927
"27",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.1,-6.61340890238147
"28",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.15,8.92383124265215
"29",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.2,21.3953663980364
"30",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.25,32.039655592779
"31",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.3,41.392849157924
"32",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.35,50.0659328365451
"33",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.4,58.2924425443639
"34",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.45,66.3514013382713
"35",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.5,74.3603761833065
"36",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.55,82.3175118308058
"37",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.6,90.4853351785572
"38",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.65,99.0366464552226
"39",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.7,107.825317212124
"40",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.75,117.411349920911
"41",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.8,128.091844652182
"42",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.85,140.299235009779
"43",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.9,155.749387431686
"44",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.95,179.011099553089
"45",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.975,198.853360937155
"46",2024-03-30,1,"wk inc flu hosp",2024-04-06,"01","quantile",0.99,221.61092661941
"47",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.01,-99.3296836831885
"48",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.025,-74.093517617416
"49",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.05,-50.2421270400857
"50",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.1,-22.4249704942117
"51",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.15,-4.0072968993341
"52",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.2,10.808412390255
"53",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.25,23.6509786499744
"54",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.3,34.7920154181967
"55",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.35,45.2708293344225
"56",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.4,55.0182196589061
"57",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.45,64.6807280610252
"58",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.5,74.1591712850218
"59",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.55,83.3744036845833
"60",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.6,92.6720869411647
"61",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.65,102.661173421794
"62",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.7,112.894938486412
"63",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.75,124.516728516591
"64",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.8,137.17033898326
"65",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.85,151.281817640307
"66",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.9,169.863434342389
"67",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.95,196.696032884608
"68",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.975,219.645302869394
"69",2024-03-30,2,"wk inc flu hosp",2024-04-13,"01","quantile",0.99,248.314448833004
"70",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.01,-116.751207182251
"71",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.025,-86.711753864073
"72",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.05,-60.8519820942725
"73",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.1,-29.9705063969196
"74",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.15,-10.0826197641247
"75",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.2,5.72319370569063
"76",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.25,19.6073234609223
"77",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.3,32.0274556766358
"78",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.35,43.6670631155086
"79",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.4,54.8923524527258
"80",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.45,65.2764923441222
"81",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.5,75.7810533151751
"82",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.55,85.960213271349
"83",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.6,96.3330348078251
"84",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.65,107.214935278346
"85",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.7,118.765940046928
"86",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.75,131.396351414318
"87",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.8,145.299761115177
"88",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.85,161.14074400692
"89",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.9,181.669388585494
"90",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.95,210.685144739779
"91",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.975,236.001468545525
"92",2024-03-30,3,"wk inc flu hosp",2024-04-20,"01","quantile",0.99,267.39610542266
"93",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.01,-5.32475300452378
"94",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.025,-2.8069288830473
"95",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.05,-0.527525578246036
"96",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.1,1.94881747203317
"97",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.15,3.59141161601735
"98",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.2,4.91633121547266
"99",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.25,6.02773416146897
"100",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.3,7.0318646200162
"101",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.35,7.9407219464173
"102",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.4,8.86376745587978
"103",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.45,9.77707847837632
"104",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.5,10.6482202814528
"105",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.55,11.5009424941545
"106",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.6,12.3770989538507
"107",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.65,13.2723816956645
"108",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.7,14.2526882733928
"109",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.75,15.2744931616692
"110",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.8,16.406144850162
"111",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.85,17.7575722439209
"112",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.9,19.4514570805594
"113",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.95,21.9607564994497
"114",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.975,24.1414650191056
"115",2024-03-30,0,"wk inc flu hosp",2024-03-30,"02","quantile",0.99,26.6550056342785
"116",2024-03-30,1,"wk inc flu hosp",2024-04-06,"02","quantile",0.01,-8.75148782109317
"117",2024-03-30,1,"wk inc flu hosp",2024-04-06,"02","quantile",0.025,-5.67393903385344
"118",2024-03-30,1,"wk inc flu hosp",2024-04-06,"02","quantile",0.05,-2.97352040869531
"119",2024-03-30,1,"wk inc flu hosp",2024-04-06,"02","quantile",0.1,0.136561759249684
"120",2024-03-30,1,"wk inc flu hosp",2024-04-06,"02","quantile",0.15,2.2660382403032
"121",2024-03-30,1,"wk inc flu hosp",2024-04-06,"02","quantile",0.2,3.93891079644225
"122",2024-03-30,1,"wk inc flu hosp",2024-04-06,"02","quantile",0.25,5.45441094358655
