"","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"1",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.01,-41.4790047832007
"2",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.025,-25.2431843609125
"3",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.05,-12.7223938362281
"4",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.1,2.4341537844833
"5",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.15,12.6955332900487
"6",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.2,20.7092701262002
"7",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.25,27.6644871043209
"8",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.3,33.9711896322694
"9",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.35,39.8846781694961
"10",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.4,45.1207752303992
"11",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.45,50.3879408249375
"12",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.5,55.6823386214734
"13",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.55,61.042227240513
"14",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.6,66.4213195078297
"15",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.65,72.0501598672141
"16",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.7,77.7236586173275
"17",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.75,83.9880776238243
"18",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.8,90.926506920651
"19",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.85,98.8229102047759
"20",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.9,109.176588824849
"21",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.95,124.503843132961
"22",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.975,137.246484802606
"23",2023-11-18,0,"wk inc flu hosp",2023-11-18,"01","quantile",0.99,152.637819605466
"24",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.01,-80.6994780507794
"25",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.025,-58.8500185834828
"26",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.05,-40.06939848494
"27",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.1,-19.3749292460968
"28",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.15,-5.29718755934436
"29",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.2,6.40911613277004
"30",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.25,16.1848092302468
"31",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.3,25.0022071103251
"32",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.35,33.070701806365
"33",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.4,40.5207625696376
"34",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.45,48.1046956712737
"35",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.5,55.2749340117748
"36",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.55,62.5759967603824
"37",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.6,70.1832279212119
"38",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.65,78.0221359788696
"39",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.7,86.420227956006
"40",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.75,95.244683091373
"41",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.8,105.034273297741
"42",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.85,116.406084820613
"43",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.9,130.541915105203
"44",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.95,152.178646398516
"45",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.975,170.790491143812
"46",2023-11-18,1,"wk inc flu hosp",2023-11-25,"01","quantile",0.99,191.751385419513
"47",2023-11-18,2,"wk inc flu hosp",2023-12-02,"01","quantile",0.01,-110.477542852113
"48",2023-11-18,2,"wk inc flu hosp",2023-12-02,"01","quantile",0.025,-84.6877064463919
"49",2023-11-18,2,"wk inc flu hosp",2023-12-02,"01","quantile",0.05,-62.4095580377714
"50",2023-11-18,2,"wk inc flu hosp",2023-12-02,"01","quantile",0.1,-36.1636643244618
"51",2023-11-18,2,"wk inc flu hosp",2023-12-02,"01","quantile",0.15,-18.3293675586807
"52",2023-11-18,2,"wk inc flu hosp",2023-12-02,"01","quantile",0.2,-4.43530868679394
"53",2023-11-18,2,"wk inc flu hosp",2023-12-02,"01","quantile",0.25,7.70511545713783
"54",2023-11-18,2,"wk inc flu hosp",2023-12-02,"01","quantile",0.3,18.4531632359985
"55",2023-11-18,2,"wk inc flu hosp",2023-12-02,"01","quantile",0.35,28.3474389255081
"56",2023-11-18,2,"wk inc flu hosp",2023-12-02,"01","quantile",0.4,37.5863363701095
"57",2023-11-18,2,"wk inc flu hosp",2023-12-02,"01","quantile",0.45,46.6928983901841
