"","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"1",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.01,-7.91373586317703
"2",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.025,8.16257943053925
"3",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.05,21.1619886780817
"4",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.1,36.353888898093
"5",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.15,47.1029941269915
"6",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.2,55.471595065415
"7",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.25,62.5826707774973
"8",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.3,68.7427308310253
"9",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.35,74.4137838901443
"10",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.4,79.9160226920512
"11",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.45,85.1576643628415
"12",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.5,90.2139639281247
"13",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.55,95.4122894665279
"14",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.6,100.72536112917
"15",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.65,106.221774091245
"16",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.7,111.932303471809
"17",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.75,118.321934541626
"18",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.8,125.413267763215
"19",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.85,133.429247199723
"20",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.9,143.915133768216
"21",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.95,159.45732031604
"22",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.975,172.520593031304
"23",2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.99,188.362717111422
"24",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.01,-64.3035086403484
"25",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.025,-40.4922693421265
"26",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.05,-20.1121595767482
"27",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.1,4.08628476616625
"28",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.15,20.7067398202315
"29",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.2,33.0517721040621
"30",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.25,43.7994858936326
"31",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.3,53.5319402546989
"32",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.35,62.7745557861029
"33",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.4,71.3014250841797
"34",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.45,79.8830365118677
"35",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.5,87.9209506396409
"36",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.55,96.0320755057649
"37",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.6,104.646879908943
"38",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.65,113.096896958747
"39",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.7,122.186478972166
"40",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.75,131.815429400396
"41",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.8,142.250980559679
"42",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.85,155.435184853687
"43",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.9,171.988248953323
"44",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.95,195.468511147573
"45",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.975,215.997820557269
"46",2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.99,240.938660173182
"47",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.01,-97.0306832699356
"48",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.025,-67.6582978195445
"49",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.05,-42.7156356745067
"50",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.1,-13.4963639748291
"51",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.15,5.74743067561746
"52",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.2,21.086320685067
"53",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.25,34.0867642505624
"54",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.3,45.6416079024619
"55",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.35,56.7566878242178
"56",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.4,66.6963073215288
"57",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.45,76.5323238097578
"58",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.5,86.4727177281029
"59",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.55,96.2411223307174
"60",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.6,106.17705855789
"61",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.65,116.689949977065
"62",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.7,127.526397868083
"63",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.75,139.286115892694
"64",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.8,152.476957638524
"65",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.85,167.866608487396
"66",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.9,187.10391131524
"67",2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.95,216.00589384579
