"","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"1",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.01,-75.0486774735533
"2",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.025,-58.972524916964
"3",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.05,-45.3516491807686
"4",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.1,-30.0934348576242
"5",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.15,-19.7590492363937
"6",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.2,-11.4628987205843
"7",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.25,-4.38890006104611
"8",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.3,2.09071612156982
"9",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.35,8.07073280939139
"10",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.4,13.4843677646112
"11",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.45,18.8530765739283
"12",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.5,24.1382330321617
"13",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.55,29.4448152941411
"14",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.6,34.7974744574374
"15",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.65,40.4211700708994
"16",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.7,46.3085596348154
"17",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.75,52.7357834971049
"18",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.8,59.8325727912323
"19",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.85,68.0393827297829
"20",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.9,78.458669859887
"21",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.95,93.8849889508235
"22",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.975,106.997378646078
"23",2023-10-21,0,"wk inc flu hosp",2023-10-21,"01","quantile",0.99,122.334045450577
"24",2023-10-21,1,"wk inc flu hosp",2023-10-28,"01","quantile",0.01,-117.824862705388
"25",2023-10-21,1,"wk inc flu hosp",2023-10-28,"01","quantile",0.025,-94.839671145278
"26",2023-10-21,1,"wk inc flu hosp",2023-10-28,"01","quantile",0.05,-75.1434520982938
"27",2023-10-21,1,"wk inc flu hosp",2023-10-28,"01","quantile",0.1,-53.0693254415845
