"","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"1",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.01,-67.921763207902
"2",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.025,-53.1727340639735
"3",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.05,-40.7562111295682
"4",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.1,-26.9139826016412
"5",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.15,-17.2645498146314
"6",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.2,-9.65565561263038
"7",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.25,-2.89028374770075
"8",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.3,3.01396119382515
"9",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.35,8.39084402114902
"10",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.4,13.5809939201367
"11",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.45,18.7447403447294
"12",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.5,23.8344961498118
"13",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.55,28.8492336998932
"14",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.6,33.8762292799208
"15",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.65,39.1415397755075
"16",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.7,44.690612428631
"17",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.75,50.727679794199
"18",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.8,57.1954519323665
"19",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.85,64.6400281037145
"20",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.9,74.5264114675884
"21",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.95,88.9064536028591
"22",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.975,100.865100697233
"23",2024-04-27,0,"wk inc flu hosp",2024-04-27,"01","quantile",0.99,115.834496652976
"24",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.01,-112.436673995181
"25",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.025,-90.3514187594114
"26",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.05,-69.5113661587708
"27",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.1,-47.8273126368637
"28",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.15,-32.9975359646064
"29",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.2,-20.7630741033195
"30",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.25,-10.4374015053537
"31",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.3,-1.10245122753217
"32",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.35,7.51589813609715
"33",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.4,15.5364973767486
"34",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.45,23.3469179307991
"35",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.5,30.9783398804845
"36",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.55,38.7006611310029
"37",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.6,46.4828844918464
"38",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.65,54.8742121193021
"39",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.7,63.5518393380235
"40",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.75,72.6596210215082
"41",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.8,82.8900253069199
"42",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.85,94.9960855119969
"43",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.9,110.277852282978
"44",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.95,132.711683933838
"45",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.975,152.236057546699
"46",2024-04-27,1,"wk inc flu hosp",2024-05-04,"01","quantile",0.99,174.466319095623
"47",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.01,-133.407465272538
"48",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.025,-107.363480427263
"49",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.05,-84.082910587801
"50",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.1,-57.1953568228149
"51",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.15,-39.3794120676375
"52",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.2,-24.9150504165654
"53",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.25,-12.8050125018563
"54",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.3,-1.50608360375858
"55",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.35,8.63815978649339
"56",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.4,18.0234994844096
"57",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.45,27.5871757234516
"58",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.5,36.9032588429217
"59",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.55,45.8809313925493
"60",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.6,55.0760821101686
"61",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.65,64.7577002638517
"62",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.7,75.0583883082018
"63",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.75,86.4529681636949
"64",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.8,98.9186660500962
"65",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.85,113.550733817169
"66",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.9,131.578015036306
"67",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.95,158.219174143233
"68",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.975,181.131443819644
"69",2024-04-27,2,"wk inc flu hosp",2024-05-11,"01","quantile",0.99,208.996357677981
"70",2024-04-27,3,"wk inc flu hosp",2024-05-18,"01","quantile",0.01,-148.862852535847
"71",2024-04-27,3,"wk inc flu hosp",2024-05-18,"01","quantile",0.025,-115.590166941366
"72",2024-04-27,3,"wk inc flu hosp",2024-05-18,"01","quantile",0.05,-90.847018032564
"73",2024-04-27,3,"wk inc flu hosp",2024-05-18,"01","quantile",0.1,-61.5402006531146
"74",2024-04-27,3,"wk inc flu hosp",2024-05-18,"01","quantile",0.15,-41.9775210730308
"75",2024-04-27,3,"wk inc flu hosp",2024-05-18,"01","quantile",0.2,-25.8363598523609
"76",2024-04-27,3,"wk inc flu hosp",2024-05-18,"01","quantile",0.25,-12.2653060757208
"77",2024-04-27,3,"wk inc flu hosp",2024-05-18,"01","quantile",0.3,-0.439680738233785
"78",2024-04-27,3,"wk inc flu hosp",2024-05-18,"01","quantile",0.35,10.9690244791756
"79",2024-04-27,3,"wk inc flu hosp",2024-05-18,"01","quantile",0.4,22.0538759873654
