"","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"1",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.01,21.8546742013662
"2",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.025,35.9955452448545
"3",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.05,48.5967761601947
"4",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.1,64.229268028515
"5",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.15,74.3634516973501
"6",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.2,82.3228552830641
"7",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.25,89.1964540223674
"8",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.3,95.4512628856373
"9",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.35,101.423781379823
"10",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.4,106.900182554987
"11",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.45,112.111311021346
"12",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.5,117.212194681203
"13",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.55,122.334150200811
"14",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.6,127.454508373368
"15",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.65,132.736285605062
"16",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.7,138.453582608918
"17",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.75,144.706996635495
"18",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.8,151.797321986268
"19",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.85,159.848410073746
"20",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.9,170.236566011184
"21",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.95,185.091413750497
"22",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.975,197.998415393861
"23",2024-02-24,0,"wk inc flu hosp",2024-02-24,"01","quantile",0.99,212.961253825303
"24",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.01,-38.1503822903416
"25",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.025,-15.45308659332
"26",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.05,4.73413479080886
"27",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.1,27.549492809671
"28",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.15,43.6089530803691
"29",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.2,56.0096124152618
"30",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.25,67.0952107139505
"31",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.3,77.1195530372616
"32",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.35,85.8131225112529
"33",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.4,94.4684150278108
"34",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.45,102.677156984441
"35",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.5,111.004807846683
"36",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.55,118.987074856932
"37",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.6,127.200564510863
"38",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.65,135.494180021644
"39",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.7,144.634826018113
"40",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.75,154.512234894451
"41",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.8,165.34415306532
"42",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.85,177.99551628339
"43",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.9,194.493277634491
"44",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.95,217.635083114225
"45",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.975,237.675144937678
"46",2024-02-24,1,"wk inc flu hosp",2024-03-02,"01","quantile",0.99,261.610359678167
"47",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.01,-76.8453058488752
"48",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.025,-45.6634455302175
"49",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.05,-19.3451790523182
"50",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.1,8.01512460895989
"51",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.15,26.4869430170686
"52",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.2,41.3442919332719
"53",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.25,54.5244936743596
"54",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.3,66.3258796526521
"55",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.35,76.9145022882502
"56",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.4,87.0322683276749
"57",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.45,97.0733813092536
"58",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.5,106.710411277484
"59",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.55,116.268308203604
"60",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.6,126.245769246421
"61",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.65,136.489284077302
"62",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.7,146.947201112383
"63",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.75,158.260993894621
"64",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.8,171.283162980615
"65",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.85,186.281881792133
"66",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.9,205.655578595435
"67",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.95,233.751872958366
"68",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.975,258.903325437377
"69",2024-02-24,2,"wk inc flu hosp",2024-03-09,"01","quantile",0.99,285.58268401899
"70",2024-02-24,3,"wk inc flu hosp",2024-03-16,"01","quantile",0.01,-95.6133350895718
"71",2024-02-24,3,"wk inc flu hosp",2024-03-16,"01","quantile",0.025,-63.9704936675004
"72",2024-02-24,3,"wk inc flu hosp",2024-03-16,"01","quantile",0.05,-37.2937116223137
"73",2024-02-24,3,"wk inc flu hosp",2024-03-16,"01","quantile",0.1,-7.39971972136917
"74",2024-02-24,3,"wk inc flu hosp",2024-03-16,"01","quantile",0.15,13.4095374276714
"75",2024-02-24,3,"wk inc flu hosp",2024-03-16,"01","quantile",0.2,30.1370763001492
"76",2024-02-24,3,"wk inc flu hosp",2024-03-16,"01","quantile",0.25,44.2233557480082
"77",2024-02-24,3,"wk inc flu hosp",2024-03-16,"01","quantile",0.3,57.3103519632796
"78",2024-02-24,3,"wk inc flu hosp",2024-03-16,"01","quantile",0.35,69.5768683564836
