"","reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
"1",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.01,-54.5019291708096
"2",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.025,-40.5413600441798
"3",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.05,-27.2206096207132
"4",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.1,-13.2780747380314
"5",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.15,-3.7695347483262
"6",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.2,4.24451725029731
"7",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.25,11.0225889567533
"8",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.3,16.9193698488062
"9",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.35,22.4339143420381
"10",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.4,27.6697778377587
"11",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.45,32.640515713229
"12",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.5,37.6366495374806
"13",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.55,42.6512096335574
"14",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.6,47.8155888010857
"15",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.65,53.1184409044204
"16",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.7,58.748100101597
"17",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.75,64.785959200769
"18",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.8,71.4817183310708
"19",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.85,79.2884861887182
"20",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.9,89.0629356935363
"21",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.95,103.872304762988
"22",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.975,116.403437046985
"23",2024-04-13,0,"wk inc flu hosp",2024-04-13,"01","quantile",0.99,130.98634997229
"24",2024-04-13,1,"wk inc flu hosp",2024-04-20,"01","quantile",0.01,-102.598460347997
"25",2024-04-13,1,"wk inc flu hosp",2024-04-20,"01","quantile",0.025,-80.0850856558632
"26",2024-04-13,1,"wk inc flu hosp",2024-04-20,"01","quantile",0.05,-59.5930662704521
"27",2024-04-13,1,"wk inc flu hosp",2024-04-20,"01","quantile",0.1,-37.1654213588693
"28",2024-04-13,1,"wk inc flu hosp",2024-04-20,"01","quantile",0.15,-21.7704802552002
"29",2024-04-13,1,"wk inc flu hosp",2024-04-20,"01","quantile",0.2,-9.51317984354063
