"reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
2023-12-02,-1,"wk inc flu hosp",2023-11-25,"01","quantile",0.01,30.0226358644524
2023-12-02,0,"wk inc flu hosp",2023-12-02,"01","quantile",0.01,30.2372901074788
2023-12-02,1,"wk inc flu hosp",2023-12-09,"01","quantile",0.01,16.2319687863533
2023-12-02,2,"wk inc flu hosp",2023-12-16,"01","quantile",0.01,9.6305916074263
2023-12-02,3,"wk inc flu hosp",2023-12-23,"01","quantile",0.01,6.35204042139823
2023-12-02,-1,"wk inc flu hosp",2023-11-25,"01","quantile",0.025,36.8861890978559
2023-12-02,0,"wk inc flu hosp",2023-12-02,"01","quantile",0.025,37.6792425861858
2023-12-02,1,"wk inc flu hosp",2023-12-09,"01","quantile",0.025,24.8624494998872
2023-12-02,2,"wk inc flu hosp",2023-12-16,"01","quantile",0.025,18.6668258515097
2023-12-02,3,"wk inc flu hosp",2023-12-23,"01","quantile",0.025,15.8837183865997
2023-12-02,-1,"wk inc flu hosp",2023-11-25,"01","quantile",0.05,42.8616707123798
2023-12-02,0,"wk inc flu hosp",2023-12-02,"01","quantile",0.05,43.4225926389744
2023-12-02,1,"wk inc flu hosp",2023-12-09,"01","quantile",0.05,32.3606808129068
2023-12-02,2,"wk inc flu hosp",2023-12-16,"01","quantile",0.05,27.2947883166901
2023-12-02,3,"wk inc flu hosp",2023-12-23,"01","quantile",0.05,24.9138076029652
2023-12-02,-1,"wk inc flu hosp",2023-11-25,"01","quantile",0.1,49.4337752553176
2023-12-02,0,"wk inc flu hosp",2023-12-02,"01","quantile",0.1,50.5030771523394
2023-12-02,1,"wk inc flu hosp",2023-12-09,"01","quantile",0.1,41.6776871357755
2023-12-02,2,"wk inc flu hosp",2023-12-16,"01","quantile",0.1,37.7316666006371
2023-12-02,3,"wk inc flu hosp",2023-12-23,"01","quantile",0.1,36.395110129459
2023-12-02,-1,"wk inc flu hosp",2023-11-25,"01","quantile",0.15,54.0310433816467
2023-12-02,0,"wk inc flu hosp",2023-12-02,"01","quantile",0.15,55.1252161913535
2023-12-02,1,"wk inc flu hosp",2023-12-09,"01","quantile",0.15,48.4512277049171
2023-12-02,2,"wk inc flu hosp",2023-12-16,"01","quantile",0.15,45.3829834022914
2023-12-02,3,"wk inc flu hosp",2023-12-23,"01","quantile",0.15,44.5295529232408
2023-12-02,-1,"wk inc flu hosp",2023-11-25,"01","quantile",0.2,57.689606656831
2023-12-02,0,"wk inc flu hosp",2023-12-02,"01","quantile",0.2,58.7979013820351
2023-12-02,1,"wk inc flu hosp",2023-12-09,"01","quantile",0.2,53.6540371853644
2023-12-02,2,"wk inc flu hosp",2023-12-16,"01","quantile",0.2,51.6045680033478
2023-12-02,3,"wk inc flu hosp",2023-12-23,"01","quantile",0.2,51.1434577665695
2023-12-02,-1,"wk inc flu hosp",2023-11-25,"01","quantile",0.25,60.8947543639219
2023-12-02,0,"wk inc flu hosp",2023-12-02,"01","quantile",0.25,62.1424931601691
2023-12-02,1,"wk inc flu hosp",2023-12-09,"01","quantile",0.25,58.3393044889923
2023-12-02,2,"wk inc flu hosp",2023-12-16,"01","quantile",0.25,57.1617095478905
2023-12-02,3,"wk inc flu hosp",2023-12-23,"01","quantile",0.25,57.1396625504349
2023-12-02,-1,"wk inc flu hosp",2023-11-25,"01","quantile",0.3,63.7414274387989
2023-12-02,0,"wk inc flu hosp",2023-12-02,"01","quantile",0.3,65.0967501897048
2023-12-02,1,"wk inc flu hosp",2023-12-09,"01","quantile",0.3,62.5926202931708
2023-12-02,2,"wk inc flu hosp",2023-12-16,"01","quantile",0.3,62.2603529518548
2023-12-02,3,"wk inc flu hosp",2023-12-23,"01","quantile",0.3,63.1082884086643
2023-12-02,-1,"wk inc flu hosp",2023-11-25,"01","quantile",0.35,66.3954154724176
2023-12-02,0,"wk inc flu hosp",2023-12-02,"01","quantile",0.35,67.8704084167207
2023-12-02,1,"wk inc flu hosp",2023-12-09,"01","quantile",0.35,66.726027000953
2023-12-02,2,"wk inc flu hosp",2023-12-16,"01","quantile",0.35,67.2366542076265
2023-12-02,3,"wk inc flu hosp",2023-12-23,"01","quantile",0.35,68.5217665335248
2023-12-02,-1,"wk inc flu hosp",2023-11-25,"01","quantile",0.4,68.9743641902619
2023-12-02,0,"wk inc flu hosp",2023-12-02,"01","quantile",0.4,70.4115980081895
2023-12-02,1,"wk inc flu hosp",2023-12-09,"01","quantile",0.4,70.6833250389763
2023-12-02,2,"wk inc flu hosp",2023-12-16,"01","quantile",0.4,72.0619603494968
2023-12-02,3,"wk inc flu hosp",2023-12-23,"01","quantile",0.4,74.024116925359
2023-12-02,-1,"wk inc flu hosp",2023-11-25,"01","quantile",0.45,71.3539405473832
