"reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
2024-02-03,-1,"wk inc flu hosp",2024-01-27,"01","quantile",0.01,24.3359503102201
2024-02-03,0,"wk inc flu hosp",2024-02-03,"01","quantile",0.01,22.7546310943453
2024-02-03,1,"wk inc flu hosp",2024-02-10,"01","quantile",0.01,10.3696379108372
2024-02-03,2,"wk inc flu hosp",2024-02-17,"01","quantile",0.01,6.36730463304767
2024-02-03,3,"wk inc flu hosp",2024-02-24,"01","quantile",0.01,4.58444540418718
2024-02-03,-1,"wk inc flu hosp",2024-01-27,"01","quantile",0.025,30.4126276879683
2024-02-03,0,"wk inc flu hosp",2024-02-03,"01","quantile",0.025,28.0653812243691
2024-02-03,1,"wk inc flu hosp",2024-02-10,"01","quantile",0.025,13.7134435142186
2024-02-03,2,"wk inc flu hosp",2024-02-17,"01","quantile",0.025,8.73000045358203
2024-02-03,3,"wk inc flu hosp",2024-02-24,"01","quantile",0.025,6.47203014774659
2024-02-03,-1,"wk inc flu hosp",2024-01-27,"01","quantile",0.05,36.729433167299
2024-02-03,0,"wk inc flu hosp",2024-02-03,"01","quantile",0.05,34.0116703444931
2024-02-03,1,"wk inc flu hosp",2024-02-10,"01","quantile",0.05,17.3460532286403
2024-02-03,2,"wk inc flu hosp",2024-02-17,"01","quantile",0.05,11.3065215626732
2024-02-03,3,"wk inc flu hosp",2024-02-24,"01","quantile",0.05,8.61727303721864
2024-02-03,-1,"wk inc flu hosp",2024-01-27,"01","quantile",0.1,45.2573794569387
2024-02-03,0,"wk inc flu hosp",2024-02-03,"01","quantile",0.1,42.2926573409691
2024-02-03,1,"wk inc flu hosp",2024-02-10,"01","quantile",0.1,22.8603806916839
2024-02-03,2,"wk inc flu hosp",2024-02-17,"01","quantile",0.1,15.4239991720837
2024-02-03,3,"wk inc flu hosp",2024-02-24,"01","quantile",0.1,12.0023868047706
2024-02-03,-1,"wk inc flu hosp",2024-01-27,"01","quantile",0.15,51.9636007582011
2024-02-03,0,"wk inc flu hosp",2024-02-03,"01","quantile",0.15,48.4846794739954
2024-02-03,1,"wk inc flu hosp",2024-02-10,"01","quantile",0.15,27.538827136243
