"reference_date","horizon","target","target_end_date","location","output_type","output_type_id","value"
2024-02-10,-1,"wk inc flu hosp",2024-02-03,"01","quantile",0.01,16.5278916599341
2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.01,15.1862262794548
2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.01,5.51340223650524
2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.01,3.44689492710157
2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.01,2.74164659311894
2024-02-10,-1,"wk inc flu hosp",2024-02-03,"01","quantile",0.025,28.1941205585235
2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.025,25.6837594860168
2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.025,12.205973369084
2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.025,8.21778881485348
2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.025,6.7029470920864
2024-02-10,-1,"wk inc flu hosp",2024-02-03,"01","quantile",0.05,39.6340523725969
2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.05,36.4327450697793
2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.05,20.2654296046535
2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.05,14.3586854832473
2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.05,12.2561672178099
2024-02-10,-1,"wk inc flu hosp",2024-02-03,"01","quantile",0.1,51.7606212627576
2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.1,48.2766361393306
2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.1,32.2422749705003
2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.1,25.00880398226
2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.1,21.6848355278647
2024-02-10,-1,"wk inc flu hosp",2024-02-03,"01","quantile",0.15,60.1871960121148
2024-02-10,0,"wk inc flu hosp",2024-02-10,"01","quantile",0.15,56.5753734718863
2024-02-10,1,"wk inc flu hosp",2024-02-17,"01","quantile",0.15,41.0718222066041
2024-02-10,2,"wk inc flu hosp",2024-02-24,"01","quantile",0.15,33.5298233671276
2024-02-10,3,"wk inc flu hosp",2024-03-02,"01","quantile",0.15,29.3462893510165
